account_id,district_id,district_name,region,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_string,segment,flag_hflv,flag_lfhv,flag_reactivation
1128,74,Ostrava - mesto,north Moravia,0,311,325217.6,2,4,3,3.05,243,At Risk,,,
10439,66,Zdar nad Sazavou,south Moravia,0,421,2143981.6,2,5,5,4.1,255,Loyal Customers,,,
1302,55,Brno - venkov,south Moravia,0,292,342451.6,2,4,3,3.05,243,At Risk,,,
10788,67,Bruntal,north Moravia,0,373,1003449.0,2,5,4,3.75,254,Potential Loyalists,,,
4343,31,Tachov,west Bohemia,0,303,956317.6,2,4,4,3.4,244,At Risk,,,
2460,1,Hl.m. Praha,Prague,0,297,438817.6,2,4,3,3.05,243,At Risk,,,
1931,20,Strakonice,south Bohemia,0,450,648768.6,2,5,4,3.75,254,Potential Loyalists,,,
2972,12,Pribram,central Bohemia,0,327,2022186.2,2,4,5,3.75,245,Potential Loyalists,,,
1286,66,Zdar nad Sazavou,south Moravia,0,468,2817400.0,2,5,5,4.1,255,Loyal Customers,,,
1235,76,Sumperk,north Moravia,0,341,252518.6,2,4,2,2.7,242,At Risk,,,
4385,23,Cheb,west Bohemia,0,316,444232.2,2,4,3,3.05,243,At Risk,,,
7449,1,Hl.m. Praha,Prague,0,333,388310.6,2,4,3,3.05,243,At Risk,,,
545,54,Brno - mesto,south Moravia,0,331,702159.6,2,4,4,3.4,244,At Risk,,,
245,65,Znojmo,south Moravia,0,326,1214922.7,2,4,5,3.75,245,Potential Loyalists,,,
688,74,Ostrava - mesto,north Moravia,0,351,261760.6,2,4,2,2.7,242,At Risk,,,
173,66,Zdar nad Sazavou,south Moravia,0,572,1258721.6,2,5,5,4.1,255,Loyal Customers,,,
10904,48,Rychnov nad Kneznou,east Bohemia,0,364,392707.6,2,5,3,3.4,253,At Risk,,,
7844,1,Hl.m. Praha,Prague,0,366,1771001.6,2,5,5,4.1,255,Loyal Customers,,,
6353,26,Plzen - mesto,west Bohemia,0,462,1570321.6,2,5,5,4.1,255,Loyal Customers,,,
604,12,Pribram,central Bohemia,0,292,531217.6,2,4,3,3.05,243,At Risk,,,
6806,1,Hl.m. Praha,Prague,0,333,1189019.7,2,4,5,3.75,245,Potential Loyalists,,,
5927,15,Cesky Krumlov,south Bohemia,0,502,706201.3,2,5,4,3.75,254,Potential Loyalists,,,
2419,24,Karlovy Vary,west Bohemia,0,420,2800043.8,2,5,5,4.1,255,Loyal Customers,,,
1288,11,Praha - zapad,central Bohemia,0,317,350083.6,2,4,3,3.05,243,At Risk,,,
3003,18,Pisek,south Bohemia,0,190,305111.0,2,3,2,2.35,232,Hibernating,,,
10131,1,Hl.m. Praha,Prague,0,399,1020711.8,2,5,4,3.75,254,Potential Loyalists,,,
1952,70,Karvina,north Moravia,0,302,985397.6,2,4,4,3.4,244,At Risk,,,
651,72,Olomouc,north Moravia,0,388,1310793.6,2,5,5,4.1,255,Loyal Customers,,,
2989,4,Kladno,central Bohemia,0,283,288297.6,2,4,2,2.7,242,At Risk,,,
1499,47,Pardubice,east Bohemia,0,357,467959.6,2,5,3,3.4,253,At Risk,,,
426,1,Hl.m. Praha,Prague,0,444,1429638.5,2,5,5,4.1,255,Loyal Customers,,,
3570,44,Chrudim,east Bohemia,0,355,456433.6,2,5,3,3.4,253,At Risk,,,
4237,18,Pisek,south Bohemia,31,267,1588786.2,1,4,5,3.45,145,At Risk,,,
2739,59,Kromeriz,south Moravia,0,352,440136.6,2,4,3,3.05,243,At Risk,,,
4526,63,Vyskov,south Moravia,0,267,757917.6,2,4,4,3.4,244,At Risk,,,
1621,75,Prerov,north Moravia,0,353,1016089.6,2,4,4,3.4,244,At Risk,,,
344,54,Brno - mesto,south Moravia,0,399,892424.6,2,5,4,3.75,254,Potential Loyalists,,,
1359,8,Mlada Boleslav,central Bohemia,25,120,30500.0,1,2,1,1.35,121,Lost / Inactive,,,
290,56,Breclav,south Moravia,0,491,1649411.0,2,5,5,4.1,255,Loyal Customers,,,
66,48,Rychnov nad Kneznou,east Bohemia,0,316,2696200.0,2,4,5,3.75,245,Potential Loyalists,,,
1314,48,Rychnov nad Kneznou,east Bohemia,0,324,1069850.6,2,4,5,3.75,245,Potential Loyalists,,,
3145,4,Kladno,central Bohemia,0,313,305279.6,2,4,2,2.7,242,At Risk,,,
1204,29,Rokycany,west Bohemia,0,410,1504219.6,2,5,5,4.1,255,Loyal Customers,,,
437,43,Hradec Kralove,east Bohemia,0,424,1512469.6,2,5,5,4.1,255,Loyal Customers,,,
2063,1,Hl.m. Praha,Prague,0,326,327521.6,2,4,3,3.05,243,At Risk,,,
3087,15,Cesky Krumlov,south Bohemia,0,391,156318.6,2,5,1,2.7,251,At Risk,,,
2588,5,Kolin,central Bohemia,0,354,1123650.6,2,5,5,4.1,255,Loyal Customers,,,
956,74,Ostrava - mesto,north Moravia,0,321,396817.6,2,4,3,3.05,243,At Risk,,,
597,41,Usti nad Labem,north Bohemia,0,348,1287663.0,2,4,5,3.75,245,Potential Loyalists,,,
3129,5,Kolin,central Bohemia,0,338,397049.6,2,4,3,3.05,243,At Risk,,,
884,2,Benesov,central Bohemia,0,299,191631.6,2,4,2,2.7,242,At Risk,,,
4264,28,Plzen - sever,west Bohemia,0,295,1354617.6,2,4,5,3.75,245,Potential Loyalists,,,
3223,1,Hl.m. Praha,Prague,0,329,1529846.0,2,4,5,3.75,245,Potential Loyalists,,,
737,34,Chomutov,north Bohemia,0,278,258099.6,2,4,2,2.7,242,At Risk,,,
2306,38,Louny,north Bohemia,0,413,825743.0,2,5,4,3.75,254,Potential Loyalists,,,
1673,53,Blansko,south Moravia,0,292,255968.0,2,4,2,2.7,242,At Risk,,,
10663,11,Praha - zapad,central Bohemia,0,473,2489965.2,2,5,5,4.1,255,Loyal Customers,,,
3345,22,Domazlice,west Bohemia,0,307,251466.8,2,4,2,2.7,242,At Risk,,,
1970,8,Mlada Boleslav,central Bohemia,0,412,1414137.6,2,5,5,4.1,255,Loyal Customers,,,
2504,16,Jindrichuv Hradec,south Bohemia,0,340,1503945.6,2,4,5,3.75,245,Potential Loyalists,,,
358,12,Pribram,central Bohemia,0,463,191612.6,2,5,2,3.05,252,At Risk,,,
2980,66,Zdar nad Sazavou,south Moravia,0,293,286159.0,2,4,2,2.7,242,At Risk,,,
3918,53,Blansko,south Moravia,0,320,600722.6,2,4,4,3.4,244,At Risk,,,
1680,59,Kromeriz,south Moravia,0,350,1231597.6,2,4,5,3.75,245,Potential Loyalists,,,
3039,1,Hl.m. Praha,Prague,0,406,630631.0,2,5,4,3.75,254,Potential Loyalists,,,
3380,64,Zlin,south Moravia,0,310,445249.6,2,4,3,3.05,243,At Risk,,,
2128,22,Domazlice,west Bohemia,0,294,317503.6,2,4,2,2.7,242,At Risk,,,
903,47,Pardubice,east Bohemia,0,325,245987.6,2,4,2,2.7,242,At Risk,,,
1762,28,Plzen - sever,west Bohemia,0,490,1243546.0,2,5,5,4.1,255,Loyal Customers,,,
61,70,Karvina,north Moravia,0,339,228073.0,2,4,2,2.7,242,At Risk,,,
391,36,Liberec,north Bohemia,0,379,396046.8,2,5,3,3.4,253,At Risk,,,
2305,1,Hl.m. Praha,Prague,23,299,268626.1,1,4,2,2.4,142,Hibernating,,,
1588,67,Bruntal,north Moravia,0,317,263651.0,2,4,2,2.7,242,At Risk,,,
183,43,Hradec Kralove,east Bohemia,0,380,925127.0,2,5,4,3.75,254,Potential Loyalists,,,
365,74,Ostrava - mesto,north Moravia,0,466,1117442.0,2,5,5,4.1,255,Loyal Customers,,,
2476,32,Ceska Lipa,north Bohemia,0,268,247493.0,2,4,2,2.7,242,At Risk,,,
347,65,Znojmo,south Moravia,0,379,1422489.2,2,5,5,4.1,255,Loyal Customers,,,
1877,76,Sumperk,north Moravia,0,388,349246.0,2,5,3,3.4,253,At Risk,,,
3196,1,Hl.m. Praha,Prague,0,299,288247.0,2,4,2,2.7,242,At Risk,,,
2928,55,Brno - venkov,south Moravia,0,276,311453.0,2,4,2,2.7,242,At Risk,,,
1225,4,Kladno,central Bohemia,0,302,1176203.0,2,4,5,3.75,245,Potential Loyalists,,,
3825,7,Melnik,central Bohemia,13,149,250367.2,1,2,2,1.7,122,About to Sleep,,,
180,55,Brno - venkov,south Moravia,0,331,1028068.8,2,4,4,3.4,244,At Risk,,,
2813,24,Karlovy Vary,west Bohemia,0,493,930508.0,2,5,4,3.75,254,Potential Loyalists,,,
1605,72,Olomouc,north Moravia,0,441,2624053.2,2,5,5,4.1,255,Loyal Customers,,,
1792,7,Melnik,central Bohemia,0,309,342755.0,2,4,3,3.05,243,At Risk,,,
1604,54,Brno - mesto,south Moravia,0,351,1106023.0,2,4,5,3.75,245,Potential Loyalists,,,
883,1,Hl.m. Praha,Prague,0,436,1056208.0,2,5,4,3.75,254,Potential Loyalists,,,
441,27,Plzen - jih,west Bohemia,0,447,2724345.0,2,5,5,4.1,255,Loyal Customers,,,
3429,73,Opava,north Moravia,0,388,361703.0,2,5,3,3.4,253,At Risk,,,
4514,69,Jesenik,north Moravia,0,330,2753503.0,2,4,5,3.75,245,Potential Loyalists,,,
1088,32,Ceska Lipa,north Bohemia,0,301,314793.0,2,4,2,2.7,242,At Risk,,,
3094,56,Breclav,south Moravia,0,491,965896.0,2,5,4,3.75,254,Potential Loyalists,,,
1768,15,Cesky Krumlov,south Bohemia,0,295,726363.0,2,4,4,3.4,244,At Risk,,,
2768,73,Opava,north Moravia,0,326,258158.0,2,4,2,2.7,242,At Risk,,,
2257,57,Hodonin,south Moravia,0,288,190583.0,2,4,2,2.7,242,At Risk,,,
1882,1,Hl.m. Praha,Prague,0,404,389168.0,2,5,3,3.4,253,At Risk,,,
719,30,Sokolov,west Bohemia,0,357,216308.0,2,5,2,3.05,252,At Risk,,,
5092,74,Ostrava - mesto,north Moravia,22,337,289813.1,1,4,2,2.4,142,Hibernating,,,
3292,1,Hl.m. Praha,Prague,0,277,268893.0,2,4,2,2.7,242,At Risk,,,
3604,75,Prerov,north Moravia,0,305,378801.0,2,4,3,3.05,243,At Risk,,,
2733,76,Sumperk,north Moravia,0,344,181738.0,2,4,2,2.7,242,At Risk,,,
3669,76,Sumperk,north Moravia,0,430,538655.0,2,5,3,3.4,253,At Risk,,,
1940,52,Usti nad Orlici,east Bohemia,0,270,265599.0,2,4,2,2.7,242,At Risk,,,
3056,55,Brno - venkov,south Moravia,0,313,234066.0,2,4,2,2.7,242,At Risk,,,
1419,33,Decin,north Bohemia,0,308,336778.0,2,4,3,3.05,243,At Risk,,,
2971,76,Sumperk,north Moravia,4,228,1085550.0,1,3,5,3.1,135,At Risk,,,
1959,62,Uherske Hradiste,south Moravia,0,368,384705.0,2,5,3,3.4,253,At Risk,,,
3164,33,Decin,north Bohemia,0,349,339366.0,2,4,3,3.05,243,At Risk,,,
3197,1,Hl.m. Praha,Prague,0,263,157991.0,2,4,1,2.35,241,Hibernating,,,
2770,42,Havlickuv Brod,east Bohemia,0,461,269673.0,2,5,2,3.05,252,At Risk,,,
7944,59,Kromeriz,south Moravia,0,331,1254956.6,2,4,5,3.75,245,Potential Loyalists,,,
1080,55,Brno - venkov,south Moravia,0,353,1499023.0,2,4,5,3.75,245,Potential Loyalists,,,
6148,74,Ostrava - mesto,north Moravia,0,416,1404808.0,2,5,5,4.1,255,Loyal Customers,,,
2010,1,Hl.m. Praha,Prague,0,287,328803.0,2,4,3,3.05,243,At Risk,,,
3135,72,Olomouc,north Moravia,0,315,1233627.0,2,4,5,3.75,245,Potential Loyalists,,,
1098,47,Pardubice,east Bohemia,0,339,293479.0,2,4,2,2.7,242,At Risk,,,
100,41,Usti nad Labem,north Bohemia,0,405,808375.0,2,5,4,3.75,254,Potential Loyalists,,,
2913,8,Mlada Boleslav,central Bohemia,0,343,255143.0,2,4,2,2.7,242,At Risk,,,
1153,35,Jablonec n. Nisou,north Bohemia,0,381,738308.0,2,5,4,3.75,254,Potential Loyalists,,,
1635,19,Prachatice,south Bohemia,0,348,1150648.0,2,4,5,3.75,245,Potential Loyalists,,,
2842,14,Ceske Budejovice,south Bohemia,0,397,172811.0,2,5,2,3.05,252,At Risk,,,
3759,1,Hl.m. Praha,Prague,0,298,256703.0,2,4,2,2.7,242,At Risk,,,
3594,29,Rokycany,west Bohemia,26,298,1518497.2,1,4,5,3.45,145,At Risk,,,
2778,38,Louny,north Bohemia,0,360,830111.0,2,5,4,3.75,254,Potential Loyalists,,,
2161,15,Cesky Krumlov,south Bohemia,0,341,699506.0,2,4,4,3.4,244,At Risk,,,
2789,14,Ceske Budejovice,south Bohemia,0,447,778039.0,2,5,4,3.75,254,Potential Loyalists,,,
1552,18,Pisek,south Bohemia,0,337,1540668.0,2,4,5,3.75,245,Potential Loyalists,,,
628,72,Olomouc,north Moravia,0,324,333011.0,2,4,3,3.05,243,At Risk,,,
1458,29,Rokycany,west Bohemia,0,353,1060048.0,2,4,5,3.75,245,Potential Loyalists,,,
2673,34,Chomutov,north Bohemia,0,402,790823.0,2,5,4,3.75,254,Potential Loyalists,,,
1788,1,Hl.m. Praha,Prague,0,263,237953.0,2,4,2,2.7,242,At Risk,,,
1193,29,Rokycany,west Bohemia,0,324,927967.0,2,4,4,3.4,244,At Risk,,,
969,19,Prachatice,south Bohemia,0,347,417246.8,2,4,3,3.05,243,At Risk,,,
1512,1,Hl.m. Praha,Prague,0,337,892758.4,2,4,4,3.4,244,At Risk,,,
3997,62,Uherske Hradiste,south Moravia,0,274,487388.4,2,4,3,3.05,243,At Risk,,,
2179,1,Hl.m. Praha,Prague,0,396,1326946.0,2,5,5,4.1,255,Loyal Customers,,,
1164,35,Jablonec n. Nisou,north Bohemia,0,369,425532.2,2,5,3,3.4,253,At Risk,,,
4774,66,Zdar nad Sazavou,south Moravia,0,392,1449626.4,2,5,5,4.1,255,Loyal Customers,,,
4413,74,Ostrava - mesto,north Moravia,0,387,1900798.0,2,5,5,4.1,255,Loyal Customers,,,
1824,52,Usti nad Orlici,east Bohemia,0,397,1480963.4,2,5,5,4.1,255,Loyal Customers,,,
1231,7,Melnik,central Bohemia,0,327,1064638.4,2,4,5,3.75,245,Potential Loyalists,,,
2664,58,Jihlava,south Moravia,0,404,911228.4,2,5,4,3.75,254,Potential Loyalists,,,
1627,1,Hl.m. Praha,Prague,0,284,471408.4,2,4,3,3.05,243,At Risk,,,
9104,10,Praha - vychod,central Bohemia,0,403,1435907.2,2,5,5,4.1,255,Loyal Customers,,,
2326,70,Karvina,north Moravia,0,321,864749.6,2,4,4,3.4,244,At Risk,,,
4356,47,Pardubice,east Bohemia,0,270,460895.6,2,4,3,3.05,243,At Risk,,,
3667,55,Brno - venkov,south Moravia,0,320,339093.4,2,4,3,3.05,243,At Risk,,,
742,77,Vsetin,north Moravia,0,288,230020.4,2,4,2,2.7,242,At Risk,,,
2538,42,Havlickuv Brod,east Bohemia,0,294,345824.4,2,4,3,3.05,243,At Risk,,,
127,29,Rokycany,west Bohemia,0,274,185048.4,2,4,2,2.7,242,At Risk,,,
726,76,Sumperk,north Moravia,0,307,367978.4,2,4,3,3.05,243,At Risk,,,
4907,42,Havlickuv Brod,east Bohemia,0,464,942081.4,2,5,4,3.75,254,Potential Loyalists,,,
2628,64,Zlin,south Moravia,0,364,1920500.6,2,5,5,4.1,255,Loyal Customers,,,
3898,70,Karvina,north Moravia,0,306,327963.8,2,4,3,3.05,243,At Risk,,,
6472,61,Trebic,south Moravia,0,381,1947852.4,2,5,5,4.1,255,Loyal Customers,,,
1770,65,Znojmo,south Moravia,0,347,1309742.4,2,4,5,3.75,245,Potential Loyalists,,,
2472,60,Prostejov,south Moravia,0,344,972123.4,2,4,4,3.4,244,At Risk,,,
1159,49,Semily,east Bohemia,0,336,703893.8,2,4,4,3.4,244,At Risk,,,
4418,66,Zdar nad Sazavou,south Moravia,0,463,842407.8,2,5,4,3.75,254,Potential Loyalists,,,
1470,19,Prachatice,south Bohemia,0,313,748913.8,2,4,4,3.4,244,At Risk,,,
1813,47,Pardubice,east Bohemia,0,478,2707513.0,2,5,5,4.1,255,Loyal Customers,,,
4416,14,Ceske Budejovice,south Bohemia,0,368,404467.6,2,5,3,3.4,253,At Risk,,,
2315,75,Prerov,north Moravia,0,287,227235.8,2,4,2,2.7,242,At Risk,,,
3876,69,Jesenik,north Moravia,0,295,1604757.6,2,4,5,3.75,245,Potential Loyalists,,,
4329,1,Hl.m. Praha,Prague,0,342,519017.6,2,4,3,3.05,243,At Risk,,,
3184,1,Hl.m. Praha,Prague,0,275,276323.8,2,4,2,2.7,242,At Risk,,,
370,25,Klatovy,west Bohemia,0,365,164838.8,2,5,2,3.05,252,At Risk,,,
1317,56,Breclav,south Moravia,0,298,377422.8,2,4,3,3.05,243,At Risk,,,
2675,1,Hl.m. Praha,Prague,31,145,321167.2,1,2,3,2.05,123,Hibernating,,,
3840,76,Sumperk,north Moravia,0,297,317770.8,2,4,2,2.7,242,At Risk,,,
4009,56,Breclav,south Moravia,0,291,1484833.8,2,4,5,3.75,245,Potential Loyalists,,,
3886,1,Hl.m. Praha,Prague,0,280,1520342.4,2,4,5,3.75,245,Potential Loyalists,,,
3445,1,Hl.m. Praha,Prague,0,265,663513.8,2,4,4,3.4,244,At Risk,,,
2482,1,Hl.m. Praha,Prague,0,475,725765.8,2,5,4,3.75,254,Potential Loyalists,,,
2361,28,Plzen - sever,west Bohemia,0,367,588974.8,2,5,4,3.75,254,Potential Loyalists,,,
974,29,Rokycany,west Bohemia,0,279,1515073.8,2,4,5,3.75,245,Potential Loyalists,,,
2959,8,Mlada Boleslav,central Bohemia,0,324,2010686.2,2,4,5,3.75,245,Potential Loyalists,,,
1880,76,Sumperk,north Moravia,0,360,366103.0,2,5,3,3.4,253,At Risk,,,
3355,70,Karvina,north Moravia,0,293,274533.8,2,4,2,2.7,242,At Risk,,,
2501,30,Sokolov,west Bohemia,0,414,1084856.8,2,5,5,4.1,255,Loyal Customers,,,
1073,73,Opava,north Moravia,0,337,470815.8,2,4,3,3.05,243,At Risk,,,
8558,1,Hl.m. Praha,Prague,0,337,912451.0,2,4,4,3.4,244,At Risk,,,
3101,1,Hl.m. Praha,Prague,0,271,152297.8,2,4,1,2.35,241,Hibernating,,,
2568,17,Pelhrimov,south Bohemia,0,445,1390939.8,2,5,5,4.1,255,Loyal Customers,,,
1169,49,Semily,east Bohemia,0,424,1712806.0,2,5,5,4.1,255,Loyal Customers,,,
3684,23,Cheb,west Bohemia,0,299,368603.8,2,4,3,3.05,243,At Risk,,,
1406,50,Svitavy,east Bohemia,0,318,228773.8,2,4,2,2.7,242,At Risk,,,
71,1,Hl.m. Praha,Prague,0,496,1313111.8,2,5,5,4.1,255,Loyal Customers,,,
3528,10,Praha - vychod,central Bohemia,0,335,1348503.8,2,4,5,3.75,245,Potential Loyalists,,,
3405,36,Liberec,north Bohemia,0,337,1240152.8,2,4,5,3.75,245,Potential Loyalists,,,
6118,1,Hl.m. Praha,Prague,0,408,1396882.6,2,5,5,4.1,255,Loyal Customers,,,
2382,59,Kromeriz,south Moravia,0,291,338878.2,2,4,3,3.05,243,At Risk,,,
1570,1,Hl.m. Praha,Prague,0,263,228814.2,2,4,2,2.7,242,At Risk,,,
1511,51,Trutnov,east Bohemia,0,335,2062200.8,2,4,5,3.75,245,Potential Loyalists,,,
1237,9,Nymburk,central Bohemia,0,348,1821003.0,2,4,5,3.75,245,Potential Loyalists,,,
3307,30,Sokolov,west Bohemia,0,362,443903.0,2,5,3,3.4,253,At Risk,,,
3378,55,Brno - venkov,south Moravia,0,330,770630.2,2,4,4,3.4,244,At Risk,,,
989,19,Prachatice,south Bohemia,0,329,278396.2,2,4,2,2.7,242,At Risk,,,
3253,71,Novy Jicin,north Moravia,0,321,1830100.0,2,4,5,3.75,245,Potential Loyalists,,,
1626,3,Beroun,central Bohemia,0,264,1061759.2,2,4,5,3.75,245,Potential Loyalists,,,
289,1,Hl.m. Praha,Prague,0,381,1046936.2,2,5,4,3.75,254,Potential Loyalists,,,
1987,54,Brno - mesto,south Moravia,0,280,1148239.2,2,4,5,3.75,245,Potential Loyalists,,,
817,5,Kolin,central Bohemia,0,361,1289774.2,2,5,5,4.1,255,Loyal Customers,,,
2228,34,Chomutov,north Bohemia,0,356,1339723.5,2,5,5,4.1,255,Loyal Customers,,,
904,1,Hl.m. Praha,Prague,0,270,1063759.2,2,4,5,3.75,245,Potential Loyalists,,,
3824,41,Usti nad Labem,north Bohemia,0,277,567355.2,2,4,3,3.05,243,At Risk,,,
3599,63,Vyskov,south Moravia,0,273,283670.2,2,4,2,2.7,242,At Risk,,,
22,1,Hl.m. Praha,Prague,0,310,1031863.2,2,4,4,3.4,244,At Risk,,,
470,64,Zlin,south Moravia,0,438,517887.2,2,5,3,3.4,253,At Risk,,,
1273,37,Litomerice,north Bohemia,0,327,1204398.2,2,4,5,3.75,245,Potential Loyalists,,,
237,50,Svitavy,east Bohemia,0,314,155299.2,2,4,1,2.35,241,Hibernating,,,
59,43,Hradec Kralove,east Bohemia,0,385,861284.2,2,5,4,3.75,254,Potential Loyalists,,,
572,32,Ceska Lipa,north Bohemia,0,439,1170371.2,2,5,5,4.1,255,Loyal Customers,,,
1269,52,Usti nad Orlici,east Bohemia,0,381,738147.2,2,5,4,3.75,254,Potential Loyalists,,,
855,1,Hl.m. Praha,Prague,0,332,851315.2,2,4,4,3.4,244,At Risk,,,
3183,45,Jicin,east Bohemia,0,312,369717.2,2,4,3,3.05,243,At Risk,,,
1969,5,Kolin,central Bohemia,0,302,643435.2,2,4,4,3.4,244,At Risk,,,
2799,54,Brno - mesto,south Moravia,0,432,1920138.0,2,5,5,4.1,255,Loyal Customers,,,
1042,43,Hradec Kralove,east Bohemia,0,281,714559.2,2,4,4,3.4,244,At Risk,,,
1158,50,Svitavy,east Bohemia,0,310,327641.2,2,4,3,3.05,243,At Risk,,,
2713,26,Plzen - mesto,west Bohemia,0,281,319560.2,2,4,3,3.05,243,At Risk,,,
740,28,Plzen - sever,west Bohemia,52,104,48300.0,1,1,1,1.0,111,Lost / Inactive,,,
493,26,Plzen - mesto,west Bohemia,0,284,1043419.2,2,4,4,3.4,244,At Risk,,,
2067,76,Sumperk,north Moravia,0,294,337459.2,2,4,3,3.05,243,At Risk,,,
3804,7,Melnik,central Bohemia,0,450,1688460.6,2,5,5,4.1,255,Loyal Customers,,,
4259,66,Zdar nad Sazavou,south Moravia,0,458,2470399.2,2,5,5,4.1,255,Loyal Customers,,,
2886,1,Hl.m. Praha,Prague,0,328,399188.6,2,4,3,3.05,243,At Risk,,,
761,43,Hradec Kralove,east Bohemia,47,93,33200.0,1,1,1,1.0,111,Lost / Inactive,,,
1918,24,Karlovy Vary,west Bohemia,0,296,403522.2,2,4,3,3.05,243,At Risk,,,
3036,10,Praha - vychod,central Bohemia,31,243,848330.0,1,3,4,2.75,134,At Risk,,,
3259,1,Hl.m. Praha,Prague,0,378,210848.6,2,5,2,3.05,252,At Risk,,,
4408,71,Novy Jicin,north Moravia,0,327,1708456.0,2,4,5,3.75,245,Potential Loyalists,,,
2009,17,Pelhrimov,south Bohemia,0,361,1367657.6,2,5,5,4.1,255,Loyal Customers,,,
1194,1,Hl.m. Praha,Prague,0,332,1284145.6,2,4,5,3.75,245,Potential Loyalists,,,
3718,63,Vyskov,south Moravia,0,335,222318.6,2,4,2,2.7,242,At Risk,,,
3201,4,Kladno,central Bohemia,0,373,580304.6,2,5,4,3.75,254,Potential Loyalists,,,
460,1,Hl.m. Praha,Prague,0,258,294362.6,2,4,2,2.7,242,At Risk,,,
784,59,Kromeriz,south Moravia,0,476,1396914.6,2,5,5,4.1,255,Loyal Customers,,,
3714,2,Benesov,central Bohemia,0,492,1652400.0,2,5,5,4.1,255,Loyal Customers,,,
2154,63,Vyskov,south Moravia,0,267,166730.6,2,4,2,2.7,242,At Risk,,,
1256,38,Louny,north Bohemia,0,409,910924.6,2,5,4,3.75,254,Potential Loyalists,,,
1353,51,Trutnov,east Bohemia,0,346,954591.6,2,4,4,3.4,244,At Risk,,,
1820,10,Praha - vychod,central Bohemia,0,297,1006018.6,2,4,4,3.4,244,At Risk,,,
2494,74,Ostrava - mesto,north Moravia,0,433,2045689.6,2,5,5,4.1,255,Loyal Customers,,,
2399,1,Hl.m. Praha,Prague,0,327,372338.4,2,4,3,3.05,243,At Risk,,,
343,18,Pisek,south Bohemia,0,316,237829.6,2,4,2,2.7,242,At Risk,,,
575,38,Louny,north Bohemia,0,341,546964.6,2,4,3,3.05,243,At Risk,,,
900,48,Rychnov nad Kneznou,east Bohemia,0,296,542484.6,2,4,3,3.05,243,At Risk,,,
1467,37,Litomerice,north Bohemia,0,297,1132272.6,2,4,5,3.75,245,Potential Loyalists,,,
31,68,Frydek - Mistek,north Moravia,31,383,2514894.4,1,5,5,3.8,155,Potential Loyalists,,,
1375,19,Prachatice,south Bohemia,0,358,1171840.6,2,5,5,4.1,255,Loyal Customers,,,
1371,1,Hl.m. Praha,Prague,0,256,237372.6,2,4,2,2.7,242,At Risk,,,
844,53,Blansko,south Moravia,0,375,2517536.6,2,5,5,4.1,255,Loyal Customers,,,
908,62,Uherske Hradiste,south Moravia,0,271,292609.2,2,4,2,2.7,242,At Risk,,,
3134,48,Rychnov nad Kneznou,east Bohemia,0,323,1156160.6,2,4,5,3.75,245,Potential Loyalists,,,
2092,1,Hl.m. Praha,Prague,0,290,1359748.6,2,4,5,3.75,245,Potential Loyalists,,,
3747,1,Hl.m. Praha,Prague,0,421,632396.6,2,5,4,3.75,254,Potential Loyalists,,,
277,32,Ceska Lipa,north Bohemia,0,299,1364800.0,2,4,5,3.75,245,Potential Loyalists,,,
3595,30,Sokolov,west Bohemia,0,317,725072.6,2,4,4,3.4,244,At Risk,,,
2511,40,Teplice,north Bohemia,0,358,793804.6,2,5,4,3.75,254,Potential Loyalists,,,
1388,29,Rokycany,west Bohemia,0,243,1241844.6,2,3,5,3.4,235,At Risk,,,
4245,52,Usti nad Orlici,east Bohemia,0,295,899072.6,2,4,4,3.4,244,At Risk,,,
3838,3,Beroun,central Bohemia,0,251,730844.6,2,3,4,3.05,234,At Risk,,,
543,64,Zlin,south Moravia,0,412,229438.6,2,5,2,3.05,252,At Risk,,,
3653,31,Tachov,west Bohemia,0,377,1276008.6,2,5,5,4.1,255,Loyal Customers,,,
524,61,Trebic,south Moravia,0,308,1102812.6,2,4,5,3.75,245,Potential Loyalists,,,
82,26,Plzen - mesto,west Bohemia,0,332,2028544.6,2,4,5,3.75,245,Potential Loyalists,,,
3912,2,Benesov,central Bohemia,0,342,314522.6,2,4,2,2.7,242,At Risk,,,
1949,41,Usti nad Labem,north Bohemia,0,480,730014.6,2,5,4,3.75,254,Potential Loyalists,,,
1865,1,Hl.m. Praha,Prague,0,313,335734.6,2,4,3,3.05,243,At Risk,,,
451,11,Praha - zapad,central Bohemia,21,102,53700.0,1,1,1,1.0,111,Lost / Inactive,,,
50,1,Hl.m. Praha,Prague,0,377,915387.6,2,5,4,3.75,254,Potential Loyalists,,,
1184,14,Ceske Budejovice,south Bohemia,0,299,1801830.0,2,4,5,3.75,245,Potential Loyalists,,,
363,1,Hl.m. Praha,Prague,0,336,2050486.2,2,4,5,3.75,245,Potential Loyalists,,,
2454,8,Mlada Boleslav,central Bohemia,0,341,483888.4,2,4,3,3.05,243,At Risk,,,
2847,75,Prerov,north Moravia,0,324,509465.0,2,4,3,3.05,243,At Risk,,,
2740,14,Ceske Budejovice,south Bohemia,0,265,1334944.6,2,4,5,3.75,245,Potential Loyalists,,,
1871,48,Rychnov nad Kneznou,east Bohemia,0,286,1139144.6,2,4,5,3.75,245,Potential Loyalists,,,
8405,20,Strakonice,south Bohemia,0,532,1310795.0,2,5,5,4.1,255,Loyal Customers,,,
